orange_area_fraction,deltaE_from_background,log10_seconds,seconds
0.96387,7.5597,2.86204,727.9
0.99854,23.8194,4.52207,33271.7
0.91968,8.7192,3.53665,3440.7
0.86719,7.577,1.43754,27.4
0.78003,6.7465,2.92539,842.1
0.00317,15.4323,1.4853,30.6
0.03955,5.8239,1.04631,11.1
1.0,0.0,4.35095,22436.0
0.0,0.0,2.13734,137.2
0.24536,9.0228,1.59569,39.4
0.0,0.0,1.27496,18.8
0.14014,11.8997,3.2855,1929.7
0.1665,14.7224,2.58777,387.0
0.00073,0.0087,0.94574,8.8
0.12573,12.9297,3.5158,3279.4
0.00244,16.7115,1.84079,69.3
0.47046,11.9848,3.75463,5683.7
0.92261,9.3941,2.68807,487.6
0.0603,14.9755,2.85968,723.9
0.66577,7.0755,2.57333,374.4
0.09717,14.2511,3.3726,2358.3
1.0,0.0,4.51994,33108.2
0.12744,13.3408,3.81789,6574.9
0.00049,0.0088,1.15553,14.3
0.98901,6.2868,2.71071,513.7
0.07642,11.1781,1.75899,57.4
0.0,0.0,1.27718,18.9
0.47778,4.57,1.61611,41.3
0.0,0.0,1.8095,64.5
0.98584,14.9849,4.40918,25655.5
0.74829,7.8231,3.62424,4209.6
0.3064,9.7503,4.01917,10451.2
0.73999,10.8742,3.45604,2857.8
0.09619,7.7447,2.05624,113.8
0.37231,8.0206,2.33188,214.7
0.38037,7.7219,2.51299,325.8
0.05908,14.7933,1.97497,94.4
0.44751,8.0794,2.44271,277.1
1.0,0.0,3.7204,5252.9
0.31909,3.8229,1.17965,15.1
0.08447,12.6363,1.91348,81.9
0.00317,19.9458,2.65307,449.9
0.30005,9.4481,3.37348,2363.1
0.19116,11.6966,3.2628,1831.5
0.48022,10.6306,3.55162,3561.4
0.5,3.8528,1.28763,19.4
0.92969,3.3871,1.56342,36.6
0.02588,11.5305,2.03186,107.6
0.17847,10.9493,1.93216,85.5
0.78809,7.5281,3.66342,4607.1
0.70996,9.1074,4.53189,34032.3
0.59155,12.4689,3.39865,2504.1
0.12622,5.1408,1.02382,10.6
0.01685,21.8998,1.99027,97.8
0.97974,15.1009,3.83672,6866.2
0.87476,9.942,4.2799,19050.3
0.38403,6.8984,3.07643,1192.4
0.27148,10.5697,2.17741,150.5
0.0,0.0,2.20041,158.6
0.11768,14.8337,3.21718,1648.8
0.15942,15.3548,4.06016,11485.8
0.01416,15.8845,2.14822,140.7
0.1123,12.1208,1.59975,39.8
0.03833,5.5373,0.91328,8.2
0.20483,6.3755,1.4053,25.4
0.73267,9.2438,4.01266,10295.8
1.0,0.0,3.18483,1530.5
0.88696,15.1443,4.5221,33273.5
0.40869,4.0128,1.15685,14.3
0.18726,7.4754,2.24023,173.9
0.82178,10.2174,3.80998,6456.3
0.24976,12.1062,3.31862,2082.7
0.01782,11.2054,1.14665,14.0
0.02344,11.3567,2.36964,234.2
0.19507,13.5288,3.2325,1708.0
0.04858,12.4078,3.4156,2603.8
0.04492,10.6588,2.55321,357.4
0.11792,14.879,1.59051,38.9
0.99756,14.5734,4.43183,27028.9
0.91992,7.9186,2.60732,404.9
0.41479,12.2252,3.5237,3339.6
0.70386,7.2023,2.85693,719.3
0.1001,6.8536,1.19788,15.8
0.50537,7.9032,1.76778,58.6
0.00024,0.0027,1.13334,13.6
0.00024,0.0034,1.60004,39.8
0.12817,8.0125,1.63441,43.1
0.05713,11.6576,2.41866,262.2
0.59717,6.8974,2.07832,119.8
0.08325,13.0558,2.22757,168.9
0.42822,12.2628,3.88735,7715.3
0.0,0.0,0.98112,9.6
0.0,0.0,1.28082,19.1
0.49365,9.8342,3.85417,7147.7
0.95947,7.0059,2.85378,714.1
0.87988,6.499,2.50645,321.0
0.36133,8.3025,1.87966,75.8
0.36133,8.8989,2.8843,766.1
0.0332,11.8076,1.71251,51.6
0.15747,11.072,4.03886,10936.1
0.66821,11.5327,3.91348,8193.7
0.04712,13.601,2.07888,119.9
0.21606,5.2173,0.99259,9.8
0.11792,11.4981,4.14593,13993.6
0.28687,9.0492,1.9942,98.7
0.85498,7.6326,3.3028,2008.2
0.93726,10.5424,4.03811,10917.3
0.95459,14.5162,3.81968,6602.0
0.66309,7.616,4.05399,11323.7
0.97778,4.1529,2.69,489.8
0.46851,8.5277,3.98016,9553.6
0.30713,8.2559,2.58779,387.1
0.23706,10.9586,1.86687,73.6
0.0,0.0,2.66016,457.3
0.02295,13.3028,2.12836,134.4
0.9978,10.2587,3.70564,5077.4
0.56445,11.3513,3.9415,8739.8
0.79761,5.3309,1.4188,26.2
0.17725,7.9772,1.50378,31.9
0.90234,7.4702,2.30469,201.7
0.08154,15.0855,2.59557,394.1
0.98999,15.4269,4.39674,24930.8
0.97998,16.2493,4.34329,22044.0
0.9519,15.5225,4.43589,27283.2
0.9541,10.1806,3.56904,3707.2
0.29932,14.1829,3.37714,2383.1
0.01562,16.108,1.89089,77.8
0.14844,9.8178,2.26448,183.9
0.01978,7.8095,0.91289,8.2
0.42236,11.2026,3.94605,8831.9
0.0,0.0,1.91169,81.6
0.41406,6.3766,1.19272,15.6
0.1145,11.1676,2.05601,113.8
0.00635,16.6626,2.0837,121.3
0.96167,12.9676,3.54796,3531.5
0.0,0.0,0.92394,8.4
1.0,0.0,1.74338,55.4
0.91138,9.0466,4.17808,15068.9
0.66797,8.9539,4.02613,10620.2
0.28516,9.0021,3.20108,1588.8
0.99731,6.1727,2.94505,881.2
0.40381,8.2461,1.71636,52.0
0.98535,13.4808,4.10001,12589.5
0.67139,12.1022,3.68217,4810.2
0.00293,18.5062,2.77694,598.3
0.02979,12.4527,1.49132,31.0
1.0,0.0,1.6916,49.2
0.35107,5.6904,2.28873,194.4
0.00024,0.0045,2.11276,129.6
0.86377,5.3568,1.12614,13.4
0.83496,5.5072,2.38767,244.2
0.5647,6.6804,2.54235,348.6
0.07104,17.3486,1.95185,89.5
0.78882,5.15,2.30703,202.8
0.81128,8.6381,2.11734,131.0
0.16382,6.6962,2.27975,190.4
0.9873,11.6444,3.16454,1460.6
0.99048,9.02,2.71994,524.7
0.00488,14.7922,1.62493,42.2
0.94336,11.3292,3.80834,6431.9
0.14258,12.885,2.77787,599.6
0.39087,7.1344,2.57759,378.1
0.75513,8.0278,3.50908,3229.1
0.54565,8.4169,3.65081,4475.2
0.94507,10.16,4.00488,10113.1
0.74414,10.8344,3.86675,7357.8
0.32056,12.8192,3.34714,2224.1
0.34033,10.9032,3.53753,3447.7
0.64697,3.8346,1.47711,30.0
0.54199,10.0486,3.45761,2868.2
1.0,0.0,1.83268,68.0
0.3772,6.492,1.84502,70.0
0.51025,3.4903,1.34196,22.0
0.19214,9.7789,2.35308,225.5
0.99902,6.49,0.97571,9.5
0.70264,9.5775,3.30318,2009.9
0.21851,10.513,3.63607,4325.8
0.23901,12.8694,3.73634,5449.3
0.0,0.0,1.37385,23.7
0.80371,7.4292,3.24512,1758.4
1.0,0.0,3.96555,9237.5
0.0,0.0,1.03449,10.8
0.01294,16.052,1.60951,40.7
0.26099,9.6287,1.88133,76.1
0.07812,15.7209,2.59082,389.8
0.36206,6.1328,1.53205,34.0
0.25757,9.9878,2.8717,744.2
0.21021,7.9005,2.15962,144.4
0.21924,11.1021,3.29635,1978.6
0.59497,6.2133,2.84413,698.4
0.33716,13.8141,3.41028,2572.1
0.00049,0.0086,1.80303,63.5
0.55933,10.0915,3.48616,3063.1
0.25464,11.6584,3.58687,3862.5
0.33228,9.2465,3.54059,3472.1
0.01392,8.1542,1.15315,14.2
0.98389,15.2939,4.35958,22886.4
0.37256,7.554,3.0105,1024.5
0.25562,8.8363,1.89793,79.1
0.99512,9.3843,2.48908,308.4
0.25122,8.1638,2.794,622.3
0.01489,14.1584,2.79461,623.2
0.04663,12.9424,1.80893,64.4
0.24951,8.2334,1.87106,74.3
0.22827,5.635,2.23135,170.4
0.35352,10.1732,3.75597,5701.3
0.24609,10.046,2.50117,317.1
0.99902,11.724,1.04422,11.1
0.6123,7.8149,2.55511,359.0
0.88916,7.9446,1.63871,43.5
0.00488,12.2379,0.94844,8.9
0.98511,15.3467,4.47239,29674.8
0.39014,6.7633,1.97611,94.6
0.07056,12.2277,2.86668,735.7
0.93896,9.7528,2.21167,162.8
0.0022,14.0111,1.0982,12.5
0.99805,12.7881,4.19421,15639.1
0.62109,14.0421,4.32125,20953.0
0.02588,11.0011,1.58417,38.4
0.0332,15.4031,2.43012,269.2
0.52173,7.9528,2.26808,185.4
0.0,0.0,1.51397,32.7
0.93237,10.6881,3.32028,2090.6
0.94092,11.1619,3.75989,5752.9
0.33813,8.0703,3.67843,4769.0
0.89429,10.9707,3.36993,2343.8
0.0376,5.7552,0.96699,9.3
0.04517,16.4267,1.74186,55.2
0.08936,14.2921,2.78304,606.8
0.771,10.7522,3.47072,2956.1
0.57812,6.5254,2.31478,206.4
0.08789,13.1019,2.54436,350.2
0.63672,9.5894,3.97442,9427.9
0.00024,0.0035,0.98911,9.8
0.24707,10.5308,1.8843,76.6
0.51636,8.3553,1.96228,91.7
0.99023,19.2524,4.52994,33879.4
0.24121,8.0356,1.73433,54.2
0.85498,3.0226,1.0752,11.9
0.18066,8.7952,2.42452,265.8
0.09326,17.3807,3.27596,1887.8
0.01758,12.3421,1.46356,29.1
0.43677,11.6707,3.97067,9347.0
0.79199,8.0061,1.62079,41.8
0.63013,10.5103,3.47597,2992.1
0.0061,9.6978,1.49421,31.2
0.70654,10.5638,4.12422,13311.3
0.4353,7.2711,1.63856,43.5
0.21313,14.1996,3.5749,3757.5
0.99292,13.8554,3.96702,9268.7
0.99902,7.8389,1.83446,68.3
0.00757,16.5907,1.2422,17.5
0.13525,11.7029,3.04439,1107.6
0.16064,9.0053,2.72612,532.3
0.66919,6.6908,2.65415,451.0
0.58667,11.484,3.75747,5721.0
0.36694,7.9963,2.59493,393.5
1.0,0.0,2.71885,523.4
0.17725,9.1356,2.68317,482.1
0.9231,7.3697,2.5638,366.3
0.9917,7.1446,2.3853,242.8
1.0,0.0,1.49091,31.0
0.07837,10.6081,1.98192,95.9
0.53564,4.5822,1.8708,74.3
0.88281,7.5835,1.80975,64.5
0.3208,14.4033,3.76292,5793.2
0.84863,7.2294,1.31969,20.9
0.0625,11.9462,1.65353,45.0
0.99707,9.8415,2.82619,670.2
0.03833,14.5123,2.04487,110.9
0.49463,6.392,1.78046,60.3
0.89722,5.8916,2.26714,185.0
1.0,0.0,2.73708,545.9
1.0,0.0,3.36658,2325.8
0.81396,13.8151,4.45482,28498.6
0.41919,8.5117,4.01796,10422.2
0.99731,8.3586,2.47394,297.8
0.23462,11.5335,2.55302,357.3
0.07349,12.7255,2.42178,264.1
0.02319,21.6228,1.77597,59.7
0.93433,15.5042,4.38009,23993.4
0.0,0.0,1.15392,14.3
0.99976,0.0019,1.65181,44.9
0.2854,9.2933,3.32145,2096.3
0.15015,8.8408,3.05689,1140.0
0.68262,4.9629,1.92105,83.4
0.98901,13.5779,4.32598,21182.8
0.01318,12.0401,2.39892,250.6
0.18896,9.6694,3.08133,1206.0
0.78931,7.31,1.23563,17.2
0.89966,11.2546,4.1577,14377.9
0.00146,11.3377,1.27938,19.0
0.15576,5.8491,2.34263,220.1
0.7312,8.2657,4.13828,13749.3
0.56494,12.2724,4.35535,22664.9
0.99634,17.3056,4.20551,16051.1
0.73779,13.2577,3.92646,8442.4
0.00903,16.628,1.75539,56.9
0.04077,7.4168,1.01946,10.5
0.41772,8.2083,2.55365,357.8
0.25928,5.3202,1.1339,13.6
1.0,0.0,4.41213,25830.1
0.06836,4.5326,0.933,8.6
0.39722,9.5693,2.09214,123.6
0.43506,7.0199,1.64576,44.2
0.0,0.0,0.95311,9.0
0.65308,8.5616,2.72633,532.5
0.0061,8.4995,1.18092,15.2
1.0,0.0,4.19076,15515.3
0.60034,12.0542,3.41514,2601.0
0.14014,9.4666,2.25478,179.8
0.95312,10.1802,3.9775,9495.2
0.08813,16.6517,3.81418,6519.0
0.31323,4.935,2.09565,124.6
0.58228,10.9191,3.99819,9958.5
0.94336,11.8766,4.29838,19878.2
0.9834,12.9224,3.16769,1471.2
0.00684,12.3781,2.18823,154.3
0.84521,10.0527,4.19312,15599.9
0.59839,10.9122,4.34758,22262.9
0.16919,10.5318,2.17179,148.5
0.17188,6.868,1.21833,16.5
0.4209,10.7461,4.07338,11840.9
0.28296,10.6159,3.33172,2146.5
0.0,0.0,1.75063,56.3
0.07764,11.8431,2.9742,942.3
0.17383,7.1511,2.02899,106.9
0.84741,9.8181,4.26108,18242.3
0.99976,0.0015,2.15291,142.2
0.19067,8.4885,1.62006,41.7
0.00244,7.6962,1.06094,11.5
0.89282,7.7644,2.15438,142.7
0.99976,0.0047,4.51775,32942.1
0.01685,16.1663,1.70073,50.2
0.10156,10.7836,2.57645,377.1
0.91797,12.3687,4.4544,28471.0
0.8252,1.8764,0.92762,8.5
0.06519,18.0102,1.98102,95.7
0.98193,15.0294,3.90305,7999.3
0.0,0.0,1.25282,17.9
0.95874,14.3935,4.29435,19694.9
0.32104,14.7612,3.95191,8951.7
0.82617,5.2825,1.42569,26.6
0.12134,9.6309,3.06706,1167.0
0.47583,7.0259,2.93244,855.9
0.88647,10.2562,3.4373,2737.2
0.72217,7.4024,2.02404,105.7
0.34082,6.4516,2.30649,202.5
0.22314,5.6775,1.78279,60.6
0.99976,0.002,1.96946,93.2
0.02563,11.3077,1.54506,35.1
0.72729,9.8918,4.20707,16108.9
0.78223,11.6337,4.14504,13964.9
0.04126,11.2858,2.21831,165.3
0.47339,14.0997,3.43556,2726.2
0.12646,11.4728,2.69417,494.5
0.00073,0.0134,1.92885,84.9
0.32593,7.3899,2.18027,151.4
0.9707,12.6699,4.42901,26854.0
0.96045,8.7214,2.15052,141.4
0.99854,13.3112,3.01708,1040.1
1.0,0.0,4.35575,22685.6
0.01147,17.9343,1.99026,97.8
0.99854,10.0669,3.85832,7216.4
0.01367,11.745,1.31985,20.9
0.98755,10.3881,3.5821,3820.3
0.17676,13.8634,3.85009,7081.0
0.84985,9.0714,3.96245,9171.7
0.96606,18.0674,4.46517,29185.4
0.81519,11.0773,3.5003,3164.5
1.0,0.0,4.47305,29720.1
0.08203,13.4899,1.91997,83.2
0.66699,5.885,2.80846,643.4
0.00049,0.0077,1.68515,48.4
0.04785,6.0002,1.20824,16.2
0.20605,12.1893,2.50662,321.1
0.25146,11.1824,3.53224,3405.9
0.93896,9.666,3.74692,5583.7
0.0,0.0,0.96515,9.2
0.82153,11.149,4.34522,22142.0
0.00635,13.7065,1.80629,64.0
0.05444,15.5628,1.97056,93.4
0.87231,9.6807,3.94407,8791.6
0.4707,10.6245,4.16985,14785.9
0.99634,10.5242,3.59345,3921.5
0.60083,4.6892,2.11894,131.5
0.99414,8.7666,2.59395,392.6
0.74463,11.3973,3.95208,8955.3
0.45044,5.3759,2.20841,161.6
0.62231,9.0636,3.84504,6999.1
1.0,0.0,3.75994,5753.6
0.30762,11.8634,2.61525,412.3
0.38599,11.5783,4.1784,15079.8
0.99976,0.0031,2.30782,203.2
0.57056,10.0854,3.64269,4392.3
0.1626,15.3356,3.24023,1738.7
0.98999,6.1537,2.11322,129.8
0.99707,7.1462,2.84581,701.1
0.94116,8.3084,3.11708,1309.4
0.17993,9.0674,2.86423,731.5
1.0,0.0,1.30757,20.3
0.99927,0.0173,4.52507,33501.9
0.97632,11.9055,4.4343,27183.3
0.16089,5.7586,1.03999,11.0
1.0,0.0,4.35274,22529.1
0.03564,14.9487,2.84473,699.4
0.00122,9.4345,1.36232,23.0
0.99609,14.0941,3.9008,7958.0
0.11035,10.3044,2.4848,305.4
0.79272,8.2837,3.50853,3225.0
0.69092,7.3329,3.92511,8416.1
0.20532,7.5372,2.86866,739.0
0.0127,7.3141,1.08453,12.1
0.76416,11.2241,3.90775,8086.3
0.67871,10.0426,3.43856,2745.1
0.82959,9.6298,4.22803,16905.6
1.0,0.0,1.88996,77.6
0.8396,6.7988,3.77149,5908.6
0.99097,13.4099,4.09277,12381.5
0.78638,6.8468,2.20017,158.6
0.11108,8.8307,2.40159,252.1
1.0,0.0,2.12322,132.8
0.01538,10.2612,0.92401,8.4
0.0896,11.2766,1.74902,56.1
0.70093,8.4397,2.11426,130.1
0.99487,11.6089,1.29911,19.9
0.63379,9.2426,3.69983,5009.9
0.93823,7.608,2.46284,290.3
0.01074,12.2494,2.9789,952.6
0.01758,17.2742,1.94282,87.7
0.02881,11.8089,2.21952,165.8
0.67871,11.0339,3.65536,4522.3
0.03687,16.0989,2.61943,416.3
0.53857,5.933,3.08231,1208.7
0.0437,11.1148,2.44723,280.0
0.7981,9.1656,2.93806,867.1
0.6062,12.3252,4.18133,15182.1
0.91602,7.1898,1.87997,75.9
0.97266,9.8579,2.79933,630.0
0.97583,13.273,3.41367,2592.2
0.00171,10.422,1.22015,16.6
0.81958,14.2705,4.41751,26152.2
0.28589,8.0411,2.72516,531.1
0.15137,9.7944,1.79936,63.0
0.74072,10.7605,3.68111,4798.5
0.40088,13.1081,3.88258,7631.0
0.46729,7.9469,3.20688,1610.2
0.87817,11.5549,4.25003,17783.9
0.00024,0.0029,1.2279,16.9
0.38672,8.2253,2.83052,676.9
0.46338,10.7099,3.61703,4140.2
0.73389,8.9682,4.25242,17882.2
0.2915,12.2912,3.24643,1763.7
0.43945,10.9703,3.10346,1269.0
0.00171,18.1728,2.32137,209.6
0.10352,11.9084,2.9913,980.2
0.70459,6.576,2.92988,850.9
0.26733,14.4827,4.20934,16193.4
0.94312,9.8653,3.92467,8407.5
0.15259,13.4413,3.59622,3946.6
0.40894,10.9349,4.27787,18961.5
0.0,0.0,1.1448,14.0
0.41797,12.1181,3.71467,5184.0
0.99609,5.7079,2.59678,395.2
0.72241,9.3792,3.64959,4462.6
0.74414,4.9614,1.98509,96.6
0.58105,7.3176,2.61038,407.7
0.6604,11.7117,3.9155,8231.8
0.66748,6.9512,1.03161,10.8
0.59058,8.4119,1.96664,92.6
0.12866,12.8935,2.68754,487.0
0.99878,11.6822,4.01381,10323.1
0.14771,9.2962,1.88958,77.5
0.9231,9.8635,3.90996,8127.5
0.36743,7.0711,1.79646,62.6
0.28467,9.1347,2.01056,102.5
0.97095,8.9476,2.92631,843.9
0.45947,10.7985,3.29194,1958.6
0.90625,10.435,4.11817,13127.2
0.64697,7.9048,4.11597,13060.8
0.11401,14.1033,1.81698,65.6
1.0,0.0,3.62693,4235.8
0.58984,10.7262,3.22285,1670.5
0.05664,9.7726,2.31375,205.9
0.70117,8.878,3.73814,5471.9
0.6936,11.733,4.18192,15202.6
0.43042,6.7542,2.65369,450.5
0.60229,11.9891,4.24982,17775.3
0.04297,6.932,1.36932,23.4
0.15796,7.1501,1.51022,32.4
0.67676,9.8171,3.69488,4953.1
0.48535,7.6295,2.01934,104.6
0.19043,11.2729,3.04156,1100.4
0.67432,7.5315,2.719,523.6
0.20483,5.5483,1.43568,27.3
0.44092,11.8186,3.65847,4554.8
0.42993,7.7231,3.6117,4089.8
0.04004,9.2447,1.43355,27.1
0.97729,5.7944,1.85209,71.1
0.31396,12.6248,3.8278,6726.6
1.0,0.0,4.23566,17205.3
0.13208,8.0034,4.08171,12070.2
0.93823,9.1872,2.7365,545.1
0.85059,4.8139,2.24526,175.9
0.18018,8.6332,2.52969,338.6
0.97412,6.7749,1.54747,35.3
0.09009,11.9805,2.71504,518.9
0.98828,7.6678,1.74657,55.8
0.87183,5.8853,1.49473,31.2
0.34351,6.7781,2.29359,196.6
0.0,0.0,1.13666,13.7
0.61377,4.954,2.62139,418.2
0.30176,12.244,3.44623,2794.0
0.59351,10.2864,3.28282,1917.9
0.9834,11.721,4.46592,29236.0
0.3147,11.7602,4.13909,13774.8
0.73804,6.9304,3.21832,1653.2
0.76685,9.4235,4.1823,15215.9
0.4751,6.2409,2.52675,336.3
0.96411,14.7192,3.82155,6630.5
0.07812,17.7967,1.94235,87.6
1.0,0.0,2.82725,671.8
0.95825,18.7328,4.48276,30391.8
0.13257,10.5969,3.09063,1232.1
0.75488,8.165,2.75451,568.2
0.91333,10.6386,3.77929,6015.8
0.10474,12.483,2.0442,110.7
0.37256,8.9661,3.93907,8691.0
1.0,0.0,0.97084,9.4
0.0061,20.4266,1.77349,59.4
0.0,0.0,1.55061,35.5
0.04614,14.8992,1.84325,69.7
0.90771,9.9252,4.35732,22767.6
0.98071,9.151,0.99038,9.8
0.02588,12.63,1.99447,98.7
0.59814,7.2831,3.00146,1003.4
0.74609,10.2193,3.47163,2962.3
0.89209,10.6217,3.72989,5368.9
0.0769,11.4793,2.30332,201.1
0.31641,8.8719,1.70743,51.0
0.77637,10.4897,4.01692,10397.2
0.12183,8.6703,1.34912,22.3
0.56641,4.0685,1.14063,13.8
0.73047,8.9803,1.7491,56.1
0.13818,11.5094,2.70261,504.2
0.97925,17.9474,4.345,22130.7
0.24023,10.0422,3.56574,3679.1
0.33521,6.4793,2.9634,919.2
0.15503,12.1566,2.80721,641.5
0.12671,12.7851,3.43629,2730.8
0.2793,10.2296,3.19171,1554.9
0.29004,7.7165,2.13171,135.4
0.0,0.0,1.24185,17.5
0.75269,4.8808,1.6371,43.4
0.72681,11.0666,3.76249,5787.5
0.98315,10.496,3.22088,1663.0
0.87939,12.8839,3.81535,6536.6
0.00903,11.4333,1.06562,11.6
0.71118,8.5305,4.19398,15630.6
0.17432,7.9805,2.29954,199.3
0.99902,12.9312,4.28658,19345.3
0.84961,9.3997,3.07499,1188.5
0.07007,8.8449,2.90254,799.0
0.37769,10.0566,3.8917,7792.9
0.91895,8.9386,3.18792,1541.4
0.39844,8.1581,3.36744,2330.5
0.43994,4.4573,1.47884,30.1
0.35229,9.3676,3.1113,1292.1
0.01953,12.8047,2.20546,160.5
0.19946,3.4215,1.17923,15.1
0.0835,5.782,1.38967,24.5
0.06445,11.8588,2.6559,452.8
0.18262,13.5069,1.86208,72.8
0.48535,11.7331,3.69898,5000.1
0.04102,10.1512,1.35024,22.4
0.00073,0.0116,0.95357,9.0
0.93677,17.6896,4.54527,35096.9
0.08472,12.289,2.04644,111.3
0.04419,13.1118,2.76546,582.7
0.03271,11.4897,1.67044,46.8
0.76465,6.6274,1.66588,46.3
0.57275,7.8488,2.37279,235.9
0.98462,10.0495,3.78839,6143.2
0.39404,4.7668,1.04557,11.1
0.99805,17.534,3.96194,9160.9
1.0,0.0,4.52075,33170.1
0.94531,7.15,2.94583,882.7
0.02002,13.826,2.21829,165.3
0.54126,7.959,1.75771,57.2
0.99707,4.9988,1.57145,37.3
0.35156,8.1899,2.0843,121.4
0.5249,9.5365,4.01437,10336.5
0.0,0.0,0.91498,8.2
0.78027,11.3689,3.77444,5948.9
0.10962,16.1827,3.34136,2194.6
0.00098,10.2182,0.97256,9.4
0.00049,0.0053,1.15716,14.4
0.87964,9.5566,3.58843,3876.4
0.04297,17.8713,3.36233,2303.2
0.26001,10.1765,2.04835,111.8
1.0,0.0,4.04957,11209.0
0.01636,17.8323,1.67084,46.9
0.31006,8.2929,2.46268,290.2
0.00293,8.1679,1.32323,21.0
0.15747,16.8302,3.26195,1827.9
0.6604,2.1304,1.22101,16.6
0.04395,11.4725,1.55878,36.2
0.53516,12.1106,3.70273,5043.5
0.07715,8.7451,2.73057,537.7
0.44287,10.2836,3.32103,2094.3
0.95654,11.8883,3.58438,3840.4
0.45435,10.5528,3.11895,1315.1
0.00635,15.3794,1.62555,42.2
0.99976,0.0028,3.45484,2850.0
0.625,5.8855,1.32664,21.2
0.17334,10.1395,1.88877,77.4
0.07837,13.6473,2.54023,346.9
0.04688,5.0318,1.32117,20.9
0.0,0.0,1.2903,19.5
0.40186,9.043,3.28597,1931.8
0.70972,11.6077,3.61362,4107.9
0.21753,9.3286,2.2573,180.8
0.0061,12.345,2.32731,212.5
0.87622,7.0944,1.6615,45.9
0.11914,8.9703,2.80871,643.7
0.30908,8.1444,3.0233,1055.1
1.0,0.0,4.31375,20594.6
0.07886,5.1984,1.05134,11.3
1.0,0.0,4.22286,16705.3
0.99976,0.0045,4.52214,33276.4
0.0,0.0,2.16814,147.3
0.99365,8.0756,3.55462,3586.1
0.91602,11.4014,3.91642,8249.4
0.83252,10.0996,3.28179,1913.3
0.03662,13.9588,1.95852,90.9
0.0625,11.4507,3.1787,1509.0
0.54175,9.4576,4.10662,12782.7
0.0,0.0,1.29416,19.7
0.99048,7.6215,2.65653,453.5
1.0,0.0,0.98582,9.7
1.0,0.0,3.98991,9770.3
0.54077,12.0321,3.74708,5585.7
0.0083,5.82,1.07126,11.8
0.55737,12.1309,3.6277,4243.2
0.76465,6.94,3.42949,2688.4
0.00903,13.8317,1.36431,23.1
0.80396,7.9258,2.82164,663.2
1.0,0.0,3.42147,2639.2
0.05566,11.7561,2.12869,134.5
1.0,0.0,2.74394,554.5
0.86475,14.682,4.46838,29402.1
0.98706,11.2325,3.22537,1680.2
0.06226,11.9052,2.73698,545.7
0.0,0.0,1.14419,13.9
0.19678,6.5289,1.34576,22.2
0.99243,12.6347,4.01113,10259.7
0.99829,11.4378,3.61596,4130.1
0.87646,13.6693,3.95387,8992.3
0.98926,8.5743,3.01496,1035.0
0.9729,9.1077,3.00737,1017.1
0.41406,7.6169,2.8414,694.1
0.9541,10.118,3.5885,3877.0
0.16821,5.1231,2.10942,128.7
0.01001,16.1413,2.71766,522.0
0.05054,14.4307,2.61925,416.2
0.66479,9.6722,3.32019,2090.2
0.05566,14.5308,1.69295,49.3
0.19165,6.7208,0.99469,9.9
0.0,0.0,1.22662,16.9
0.99976,0.0019,1.5579,36.1
0.96582,11.8712,4.03479,10834.0
0.7627,11.2301,3.52185,3325.4
0.29761,12.1629,3.64289,4394.3
0.78564,6.6517,2.52595,335.7
0.71362,6.578,1.27853,19.0
0.00732,14.4824,2.60283,400.7
1.0,0.0,4.05576,11370.1
0.08398,11.1968,2.76314,579.6
0.31616,9.0649,3.21132,1626.8
0.02661,13.9659,2.2701,186.3
0.05176,9.751,1.45139,28.3
1.0,0.0,3.1923,1557.0
0.34839,10.1452,2.67482,473.0
0.00049,0.0077,2.16574,146.5
0.48706,10.1137,1.84752,70.4
0.76758,6.7632,3.44569,2790.6
0.59253,3.9203,2.06449,116.0
0.43823,5.9444,3.00722,1016.8
0.27832,6.9833,1.85198,71.1
0.47144,13.4973,3.65546,4523.4
1.0,0.0,2.27286,187.4
0.86987,5.5483,2.65113,447.8
0.57056,7.5594,4.29173,19576.5
0.16357,13.3704,3.52749,3368.9
0.65356,10.6053,3.59307,3918.0
0.0144,16.641,2.14278,138.9
0.18188,11.7808,3.97302,9397.7
0.69482,7.1946,2.31235,205.3
0.99927,0.0132,4.51358,32627.3
0.89258,11.8606,4.176,14996.9
0.16895,16.4751,3.31101,2046.5
1.0,0.0,3.9406,8721.8
0.40674,9.8658,2.8906,777.3
0.18799,12.5462,3.58121,3812.5
0.00195,13.0185,1.35892,22.9
0.99976,0.0061,4.5146,32704.2
0.73145,7.6517,3.82643,6705.5
0.00903,13.6854,1.42346,26.5
0.41992,10.2343,1.78941,61.6
0.45947,7.137,3.00359,1008.3
0.69385,11.7042,3.68958,4893.1
0.20361,6.9111,1.44688,28.0
0.81616,11.0983,4.4125,25852.6
0.88062,6.9222,2.16689,146.9
0.99878,12.6063,4.53794,34509.9
0.81763,7.5471,3.65245,4492.1
0.07446,9.3267,2.6768,475.1
0.05005,12.1366,2.22811,169.1
0.5127,5.2134,1.25558,18.0
0.23022,5.0994,1.22421,16.8
0.89771,8.3359,3.20262,1594.5
0.55127,9.0037,3.72893,5357.1
0.99316,13.9074,4.21853,16539.9
0.96313,5.9653,2.23647,172.4
0.9292,14.4141,4.32845,21303.6
0.28662,12.4047,1.98764,97.2
0.87646,13.9655,4.33668,21711.1
1.0,0.0,4.25979,18188.3
0.0,0.0,1.46933,29.5
